resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,activity_id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts,start_time,activity_date,activity_name,activity_description,relative_effort,activity_gear,filename,athlete_weight,bike_weight,elapsed_time.1,distance.1,elevation_loss,elevation_low,elevation_high,max_grade,average_grade,average_positive_grade,average_negative_grade,max_cadence,max_heart_rate,average_heart_rate,max_watts,calories,max_temperature,average_temperature,relative_effort.1,total_work,number_of_runs,uphill_time,downhill_time,other_time,perceived_exertion,"<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.type"">type</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.start_time"">start_time</span>",weighted_average_power,power_count,prefer_perceived_exertion,perceived_relative_effort,commute.1,total_weight_lifted,from_upload,grade_adjusted_distance,weather_observation_time,weather_condition,weather_temperature,apparent_temperature,dewpoint,humidity,weather_pressure,wind_speed,wind_gust,wind_bearing,precipitation_intensity,sunrise_time,sunset_time,moon_phase,bike,gear,precipitation_probability,precipitation_type,cloud_cover,weather_visibility,uv_index,weather_ozone,"<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.jump_count"">jump_count</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.total_grit"">total_grit</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.avg_flow"">avg_flow</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.flagged"">flagged</span>"
,,1.0,581.0,583,3.0,Run,,2202452212,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.771,4.3,84.5,,,,,,,,,,,,,,,,,,,,,2019-03-09,So honored to run with the birthday girl @katie b,,9.0,,activities/2346548886.fit.gz,61.23500061035156,,583.0,1618.0,3.0,6.800000190734863,11.199999809265137,21.799999237060547,0.1606922149658203,,,88.0,160.0,144.2832489013672,,97.0,,27.0,9.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.09,319.0,4271,36.0,Run,,2207106849,,,,,,,,,,,,,,,,,,,,False,,,,,,,,5.486,7.4,101.6,,,,,,,,,,,,,,,,,,,,,2019-03-11,Stoopid 8x200's,,3.0,,activities/2351365032.fit.gz,61.23500061035156,,4271.0,1751.300048828125,3.0,37.79999923706055,46.20000076293945,11.5,0.1941414922475814,,,123.0,181.0,136.98745727539062,,45.0,,30.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,3600.0,3600,0.0,Walk,,2210431687,,,,,,,,,,,,,,,,,,,,False,,,,,,,,1.339,,,,,,,,,,,,,,,,,,,,,,,2019-03-12,Wedding Walk and Talk,Wedding Session Part 4,,,,61.23500061035156,,3600.0,4828.0,,,,,0.0,,,,,,,363.2525329589844,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.01,490.0,581,6.0,Run,,2211478313,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.306,4.1,88.4,,,,,,,,,,,,,,,,,,,,,2019-03-13,S.O.R.E.,,9.0,,activities/2355828923.fit.gz,61.23500061035156,,581.0,1620.800048828125,0.0,78.80000305175781,85.80000305175781,8.5,0.2714708745479584,,,95.0,161.0,146.2749481201172,,83.0,,27.0,9.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.58,2505.0,2804,37.0,Walk,,2215435353,,,,,,,,,,,,,,,,,,,,False,,,,,,,,1.661,6.7,45.0,,,,,,,,,,,,,,,,,,,,,2019-03-15,Afternoon Walk,,,,activities/2359879006.fit.gz,,,2804.0,4168.2001953125,7.0,18.600000381469727,50.59999847412109,21.100000381469727,0.74852454662323,,,,,119.0,,280.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,648.0,648,21.0,Run,,2215507672,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.485,3.3,83.6,,,,,,,,,,,,,,,,,,,,,2019-03-15,Introduction to hills,,11.0,,activities/2359952656.fit.gz,61.23500061035156,,648.0,1617.5,14.0,51.79999923706055,68.80000305175781,7.400000095367432,0.4327666163444519,,,87.0,166.0,148.3765411376953,,109.0,,29.0,11.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.5,334.0,737,2.0,Run,,2218301517,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.425,3.5,81.1,,,,,,,,,,,,,,,,,,,,,2019-03-16,The athlete returns,,3.0,,activities/2362854063.fit.gz,61.23500061035156,,737.0,810.7999877929688,5.0,106.4000015258789,112.5999984741211,4.300000190734863,-0.7646768689155579,,,84.0,149.0,133.71385192871094,,47.0,,19.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,1898.0,9679,67.0,Run,,2228018546,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.393,5.2,88.5,,,,,,,,,,,,,,,,,,,,,2019-03-20,Calling All Royals!,,36.0,,activities/2372893387.fit.gz,61.23500061035156,,9679.0,6447.7998046875,17.0,60.79999923706055,89.80000305175781,40.0,0.1147678270936012,,,93.0,180.0,146.46250915527344,,311.0,,26.0,36.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,590.0,590,4.0,Run,,2232359345,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.729,3.4,83.8,,,,,,,,,,,,,,,,,,,,,2019-03-22,Running with Royalty,,9.0,,activities/2377378580.fit.gz,61.23500061035156,,590.0,1617.800048828125,2.0,63.59999847412109,68.80000305175781,6.800000190734863,0.111262209713459,,,88.0,169.0,145.19830322265625,,98.0,,26.0,9.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,2078.0,4244,42.0,Run,,2240590092,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.099,4.5,87.2,,,,,,,,,,,,,,,,,,,,,2019-03-25,Kelly is pictured but she didn't run,,39.0,,activities/2385980545.fit.gz,61.23500061035156,,4244.0,6446.7001953125,20.0,62.0,86.19999694824219,33.70000076293945,0.0930708721280098,,,93.0,178.0,148.32656860351562,,341.0,,28.0,39.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.49,733.0,932,22.0,Run,,2245161553,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.274,4.6,87.8,,,,,,,,,,,,,,,,,,,,,2019-03-27,Don't want to kill the foot,,12.0,,activities/2390694634.fit.gz,61.23500061035156,,932.0,2406.5,9.0,79.0,90.1999969482422,12.899999618530272,0.216081440448761,,,98.0,158.0,145.0327911376953,,123.0,,24.0,12.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.01,561.0,795,4.0,Run,,2250150275,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.888,3.6,83.7,,,,,,,,,,,,,,,,,,,,,2019-03-29,Running out the Feels,,12.0,,activities/2395835536.fit.gz,61.23500061035156,,795.0,1619.0,2.0,45.59999847412109,52.59999847412109,9.199999809265137,0.0123533047735691,,,89.0,167.0,150.3577880859375,,94.0,,27.0,12.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,946.0,1215,7.0,Run,,2258146466,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.404,6.4,89.1,,,,,,,,,,,,,,,,,,,,,2019-04-01,Strange weather,,15.0,,activities/2404238315.fit.gz,61.23500061035156,,1215.0,3226.5,28.0,46.20000076293945,81.80000305175781,9.600000381469728,-0.991786777973175,,,96.0,165.0,144.27166748046875,,156.0,,21.0,15.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.01,457.0,891,14.0,Run,,2263013280,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.545,4.6,88.9,,,,,,,,,,,,,,,,,,,,,2019-04-03,Bringing back the Wednesday speed sessions,,5.0,,activities/2409259965.fit.gz,61.23500061035156,,891.0,1622.800048828125,3.0,79.5999984741211,86.4000015258789,9.399999618530272,0.246487557888031,,,93.0,154.0,138.5120391845703,,71.0,,27.0,5.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,586.0,586,1.0,Run,,2267410869,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.747,3.5,83.5,,,,,,,,,,,,,,,,,,,,,2019-04-05,First together Strava run,,13.0,,activities/2413794884.fit.gz,61.23500061035156,,586.0,1617.199951171875,3.0,40.59999847412109,44.59999847412109,2.700000047683716,-0.0865693762898445,,,88.0,162.0,149.65469360351562,,102.0,,27.0,13.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.76,1397.0,2124,17.0,Run,,2275588984,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.178,4.6,87.0,,,,,,,,,,,,,,,,,,,,,2019-04-08,Exploring trails,,27.0,,activities/2422380385.fit.gz,61.23500061035156,,2124.0,4441.7998046875,37.0,36.0,78.19999694824219,8.899999618530273,-0.6844072341918945,,,96.0,185.0,147.82664489746094,,236.0,,25.0,27.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.08,632.0,984,14.0,Ride,,2281736126,,,,,,,,,,,,,,,,,,,,False,,,,,,,,5.285,9.3,,,,,,,,,,,,,,,,,,61.2,,,,2019-04-11,Scooter sold faster than anticipated,,1.0,,activities/2428743546.fit.gz,61.23500061035156,,984.0,3341.60009765625,32.0,48.20000076293945,82.4000015258789,11.300000190734863,-0.9456547498703004,,,,127.0,110.22856903076172,,62.0,,26.0,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.61,549.0,589,33.0,Ride,,2282572205,,,,,,,,,,,,,,,,,,,,False,,,,,,,,4.718,7.4,,,,,,,,,,,,,,,,,,93.8,,,,2019-04-11,Heart Break Hill broke my quads,But I never walked! ,1.0,,activities/2429571706.fit.gz,61.23500061035156,,589.0,2593.199951171875,13.0,44.0,71.80000305175781,11.5,0.8175227642059326,,,,131.0,114.2905044555664,,60.0,,30.0,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.63,558.0,592,6.0,Ride,,2284176026,,,,,,,,,,,,,,,,,,,,False,,,,,,,,4.713,9.8,,,,,,,,,,,,,,,,,,57.2,,,,2019-04-12,#bikelife,,1.0,,activities/2431247445.fit.gz,61.23500061035156,,592.0,2633.60009765625,35.0,22.600000381469727,54.20000076293945,12.5,-1.16190767288208,,,,131.0,116.81226348876952,,62.0,,28.0,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.6,529.0,649,30.0,Ride,,2284779946,,,,,,,,,,,,,,,,,,,,False,,,,,,,,4.877,7.5,,,,,,,,,,,,,,,,,,93.6,,,,2019-04-12,Commuting,,2.0,,activities/2431874129.fit.gz,61.23500061035156,,649.0,2583.0,10.0,43.400001525878906,73.0,15.0,0.9214091897010804,,,,149.0,122.24952697753906,,68.0,,31.0,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.01,1509.0,2156,26.0,Run,,2292607917,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.207,4.2,86.8,,,,,,,,,,,,,,,,,,,,,2019-04-15,Beautiful day,,46.0,,activities/2440092131.fit.gz,61.23500061035156,,2156.0,4841.2998046875,38.0,58.79999923706055,89.80000305175781,25.299999237060547,-0.4007188081741333,,,92.0,185.0,157.26922607421875,,278.0,,28.0,46.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.65,449.0,597,8.0,Ride,,2294021481,,,,,,,,,,,,,,,,,,,,False,,,,,,,,5.902,9.9,,,,,,,,,,,,,,,,,,67.0,,,,2019-04-16,Morning grind,,1.0,,activities/2441558466.fit.gz,61.23500061035156,,597.0,2655.800048828125,29.0,54.59999847412109,88.80000305175781,27.600000381469727,-0.926274597644806,,,,126.0,100.63370513916016,,37.0,,25.0,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.8,578.0,725,29.0,Ride,,2294740203,,,,,,,,,,,,,,,,,,,,False,,,,,,,,5.017,7.8,,,,,,,,,,,,,,,,,,91.0,,,,2019-04-16,And back,,2.0,,activities/2442299648.fit.gz,61.23500061035156,,725.0,2906.699951171875,8.0,42.400001525878906,70.4000015258789,30.799999237060547,0.660542905330658,,,,132.0,116.5615234375,,67.0,,29.0,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,1223.0,1310,32.0,Run,,2295289400,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.633,4.0,83.4,,,,,,,,,,,,,,,,,,,,,2019-04-16,"""Holy Hills"" Katie",,33.0,,activities/2442870380.fit.gz,61.23500061035156,,1310.0,3226.5,29.0,44.59999847412109,65.4000015258789,19.299999237060547,-0.0743840038776397,,,88.0,180.0,154.21031188964844,,216.0,,29.0,33.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.63,457.0,608,6.0,Ride,,2296584798,,,,,,,,,,,,,,,,,,,,False,,,,,,,,5.733,9.4,,,,,,,,,,,,,,,,,,58.6,,,,2019-04-17,Hump day pt. 1,,1.0,,activities/2444213923.fit.gz,61.23500061035156,,608.0,2624.89990234375,29.0,50.0,82.0,3.799999952316284,-1.1200426816940308,,,,130.0,113.46929931640624,,49.0,,27.0,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.64,499.0,516,29.0,Ride,,2297405756,,,,,,,,,,,,,,,,,,,,False,,,,,,,,5.291,9.4,,,,,,,,,,,,,,,,,,101.9,,,,2019-04-17,Hump day pt. 2,,1.0,,activities/2445061238.fit.gz,61.23500061035156,,516.0,2640.0,10.0,42.20000076293945,72.19999694824219,14.5,0.7348484992980957,,,,134.0,105.91598510742188,,45.0,,30.0,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.73,756.0,1253,8.0,Ride,,2299209880,,,,,,,,,,,,,,,,,,,,False,,,,,,,,5.807,8.9,,,,,,,,,,,,,,,,,,62.7,,,,2019-04-18,Forgot it was trash day; had to double back ,,5.0,,activities/2446937755.fit.gz,61.23500061035156,,1253.0,4395.7998046875,34.0,19.200000762939453,52.400001525878906,21.700000762939453,-0.6961190104484558,,,,148.0,131.87831115722656,,109.0,,26.0,5.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.03,618.0,687,35.0,Ride,,2299764298,,,,,,,,,,,,,,,,,,,,False,,,,,,,,5.291,8.9,,,,,,,,,,,,,,,,,,94.0,,,,2019-04-18,Lunch Ride,,2.0,,activities/2447511400.fit.gz,61.23500061035156,,687.0,3272.699951171875,17.0,42.0,70.4000015258789,12.699999809265137,0.4950041174888611,,,,139.0,116.73606872558594,,70.0,,29.0,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.01,978.0,1087,12.0,Run,,2305438616,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.303,4.1,87.9,,,,,,,,,,,,,,,,,,,,,2019-04-20,Lakeland Run: to the dog park,,26.0,,activities/2453447403.fit.gz,61.23500061035156,,1087.0,3231.5,30.0,59.79999923706055,91.1999969482422,14.899999618530272,-0.8726597428321838,,,92.0,171.0,154.9846649169922,,173.0,,27.0,26.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.62,434.0,488,6.0,Ride,,2309996698,,,,,,,,,,,,,,,,,,,,False,,,,,,,,5.991,8.4,,,,,,,,,,,,,,,,,,61.4,,,,2019-04-22,Final commute to work ,,1.0,,activities/2458247752.fit.gz,61.23500061035156,,488.0,2606.89990234375,26.0,27.200000762939453,55.0,5.199999809265137,-0.8822739720344543,,,,131.0,105.49884796142578,,39.0,,24.0,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.6,493.0,532,34.0,Ride,,2310945360,,,,,,,,,,,,,,,,,,,,True,,,,,,,,5.213,8.3,,,,,,,,,,,,,,,,,,110.1,,,,2019-04-22,DONE WITH UNDERGRAD,,2.0,,activities/2459239701.fit.gz,61.23500061035156,,532.0,2577.300048828125,6.0,41.400001525878906,75.19999694824219,18.600000381469727,0.9312070608139038,,,,150.0,122.7662582397461,,63.0,,29.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,942.0,1466,27.0,Run,,2311291359,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.418,5.0,88.4,,,,,,,,,,,,,,,,,,,,,2019-04-22,Time to watch Jacob win 🤞🏽,,24.0,,activities/2459604061.fit.gz,61.23500061035156,,1466.0,3228.10009765625,10.0,14.600000381469728,34.400001525878906,18.0,-0.1115207076072692,,,93.0,185.0,153.21762084960938,,167.0,,28.0,24.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.13,698.0,3343,13.0,Run,,2314152122,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.607,4.6,82.2,,,,,,,,,,,,,,,,,,,,,2019-04-23,Sibling Run,,11.0,,activities/2462631835.fit.gz,61.23500061035156,,3343.0,1824.9000244140625,8.0,65.19999694824219,88.19999694824219,32.400001525878906,0.4274206757545471,,,85.0,163.0,144.01002502441406,,113.0,,28.0,11.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.1,1463.0,2239,26.0,Run,,2316256362,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.411,5.9,88.4,,,,,,,,,,,,,,,,,,,,,2019-04-24,Running to Depot,,46.0,,activities/2464837514.fit.gz,61.23500061035156,,2239.0,4991.2998046875,14.0,67.19999694824219,84.5999984741211,8.199999809265137,-0.168292835354805,,,98.0,187.0,157.4976043701172,,260.0,,29.0,46.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.01,592.0,592,5.0,Run,,2318717642,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.736,3.6,84.4,,,,,,,,,,,,,,,,,,,,,2019-04-25,Always running at the hottest time of the day ,,10.0,,activities/2467401347.fit.gz,61.23500061035156,,592.0,1620.699951171875,4.0,68.19999694824219,73.19999694824219,6.199999809265137,-0.0617017336189746,,,88.0,171.0,148.12330627441406,,99.0,,29.0,10.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,614.0,614,5.0,Run,,2321078439,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.622,3.7,82.8,,,,,,,,,,,,,,,,,,,,,2019-04-26,Another hot one,,17.0,,activities/2469863318.fit.gz,61.23500061035156,,614.0,1617.9000244140625,3.0,52.400001525878906,55.20000076293945,5.699999809265137,0.0865319222211837,,,86.0,171.0,155.84364318847656,,107.0,,28.0,17.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.31,639.0,639,2.0,Run,,2328968678,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.302,4.6,87.6,,,,,,,,,,,,,,,,,,,,,2019-04-29,Change of plans,,14.0,,activities/2478139250.fit.gz,61.23500061035156,,639.0,2117.800048828125,24.0,57.59999847412109,81.80000305175781,28.600000381469727,-0.9821512699127196,,,91.0,161.0,149.38967895507812,,108.0,,30.0,14.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.01,426.0,538,4.0,Run,,2331655896,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.803,5.7,90.8,,,,,,,,,,,,,,,,,,,,,2019-04-30,Short and sweet,,8.0,,activities/2480932486.fit.gz,61.23500061035156,,538.0,1620.800048828125,4.0,76.19999694824219,82.4000015258789,3.5999999046325684,0.0740375146269798,,,95.0,177.0,150.79391479492188,,74.0,,29.0,8.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.01,1412.0,2040,23.0,Run,,2336217724,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.428,4.9,89.1,,,,,,,,,,,,,,,,,,,,,2019-05-02,*dies*,,64.0,,activities/2485702512.fit.gz,61.23500061035156,,,4840.5,22.0,60.59999847412109,80.19999694824219,8.0,-0.3388079702854156,,,92.0,192.0,168.0,,278.0,,28.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.01,590.0,590,2.0,Run,,2338471875,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.746,4.0,84.2,,,,,,,,,,,,,,,,,,,,,2019-05-03,The last Friday run...hopefully more to come,,10.0,,activities/2488052443.fit.gz,61.23500061035156,,,1620.5999755859375,8.0,33.20000076293945,42.400001525878906,3.0999999046325684,-0.3085277080535888,,,87.0,163.0,145.0,,97.0,,25.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.01,433.0,442,0.0,Run,,2363157603,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.741,5.4,88.5,,,,,,,,,,,,,,,,,,,,,2019-05-12,Something short after a week off,,9.0,,activities/2513770682.fit.gz,61.23500061035156,,,1619.199951171875,21.0,66.19999694824219,89.5999984741211,3.900000095367432,-1.383399248123169,,,92.0,175.0,148.0,,73.0,,29.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,1589.0,2162,38.0,Run,,2367860804,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.04,4.6,85.7,,,,,,,,,,,,,,,,,,,,,2019-05-14,Running errands ,,55.0,,activities/2518627776.fit.gz,61.23500061035156,,,4836.2001953125,23.0,68.0,85.80000305175781,10.0,-0.049625739455223,,,88.0,183.0,161.0,,290.0,,29.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.55,499.0,7902,6.0,Ride,,2369799129,,,,,,,,,,,,,,,,,,,,True,,,,,,,,4.99,7.4,,,,,,,,,,,,,,,,,,65.6,,,,2019-05-15,Coffee and catching up,,1.0,,activities/2520624777.fit.gz,61.23500061035156,,,2490.89990234375,6.0,69.5999984741211,81.80000305175781,15.399999618530272,-0.3452567458152771,,,,134.0,110.0,,48.0,,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,568.0,568,20.0,Run,,2376907453,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2.835,4.0,86.1,,,,,,,,,,,,,,,,,,,,,2019-05-18,TESSA AND JOHNS WEDDING DAY👰🏼🤵🏼,,8.0,,activities/2527958751.fit.gz,61.23500061035156,,,1616.199951171875,29.0,61.0,80.19999694824219,13.300000190734863,-0.6434847116470337,,,88.0,162.0,140.0,,86.0,,24.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,960.0,1075,5.0,Run,,2389499696,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.354,4.0,86.8,,,,,,,,,,,,,,,,,,,,,2019-05-22,"Sore, but gotta get the steps",,22.0,,activities/2540940148.fit.gz,61.23500061035156,,,3228.89990234375,19.0,63.79999923706055,88.0,4.800000190734863,-0.6689584851264954,,,90.0,171.0,150.0,,158.0,,28.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.01,2009.0,2718,43.0,Run,,2394322690,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.211,4.1,86.4,,,,,,,,,,,,,,,,,,,,,2019-05-24,Classic: down around and back,,45.0,,activities/2545905262.fit.gz,61.23500061035156,,,6450.89990234375,36.0,58.59999847412109,88.0,13.399999618530272,-0.0775085613131523,,,91.0,183.0,151.0,,330.0,,31.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.92,760.0,872,20.0,Ride,,2396722188,,,,,,,,,,,,,,,,,,,,False,,,,,,,,6.184,9.1,,,,,,,,,,,,,,,,,,91.2,,,,2019-05-25,Biking errands ,,4.0,,activities/2548389166.fit.gz,61.23500061035156,,,4705.89990234375,20.0,75.4000015258789,94.5999984741211,45.0,0.0467498265206813,,,,151.0,127.0,,102.0,,31.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.24,1694.0,2003,15.0,Run,,2399890290,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.076,3.8,85.9,,,,,,,,,,,,,,,,,,,,,2019-05-26,Running till I run into mom ,🔥🌞🔥🌞🔥🌞🔥🌞🔥,48.0,,activities/2551696606.fit.gz,61.23500061035156,,,5217.10009765625,29.0,64.4000015258789,87.5999984741211,15.199999809265137,-0.3373521566390991,,,89.0,181.0,156.0,,299.0,,31.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.8,1446.0,6012,54.0,Ride,,2405145256,,,,,,,,,,,,,,,,,,,,False,,,,,,,,5.346,9.6,,,,,,,,,,,,,,,,,,80.3,,,,2019-05-28,Biking errands again,,4.0,,activities/2557135359.fit.gz,61.23500061035156,,,7732.7001953125,52.0,51.0,88.0,30.0,-0.038796279579401,,,,132.0,108.0,,125.0,,31.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,2001.0,2916,46.0,Run,,2407537081,,,,,,,,,,,,,,,,,,,,False,,,,,,,,3.218,5.3,86.4,,,,,,,,,,,,,,,,,,,,,2019-05-29,"Loving the lake, not the heat",,73.0,,activities/2559603166.fit.gz,61.23500061035156,,,6448.0,31.0,61.59999847412109,88.0,25.299999237060547,-0.0682382136583328,,,91.0,185.0,162.0,,369.0,,32.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.44,700.0,8641,10.0,Ride,,2410636731,,,,,,,,,,,,,,,,,,,,False,,,,,,,,5.6,7.8,,,,,,,,,,,,,,,,,,62.3,,,,2019-05-30,Biking to and from indoor,,1.0,,activities/2562809960.fit.gz,61.23500061035156,,,3927.10009765625,12.0,50.0,71.4000015258789,3.700000047683716,-0.2953833639621734,,,,116.0,90.0,,38.0,,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
