resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,activity_id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts,start_time,activity_date,activity_name,activity_description,relative_effort,activity_gear,filename,athlete_weight,bike_weight,elapsed_time.1,distance.1,elevation_loss,elevation_low,elevation_high,max_grade,average_grade,average_positive_grade,average_negative_grade,max_cadence,max_heart_rate,average_heart_rate,max_watts,calories,max_temperature,average_temperature,relative_effort.1,total_work,number_of_runs,uphill_time,downhill_time,other_time,perceived_exertion,"<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.type"">type</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.start_time"">start_time</span>",weighted_average_power,power_count,prefer_perceived_exertion,perceived_relative_effort,commute.1,total_weight_lifted,from_upload,grade_adjusted_distance,weather_observation_time,weather_condition,weather_temperature,apparent_temperature,dewpoint,humidity,weather_pressure,wind_speed,wind_gust,wind_bearing,precipitation_intensity,sunrise_time,sunset_time,moon_phase,bike,gear,precipitation_probability,precipitation_type,cloud_cover,weather_visibility,uv_index,weather_ozone,"<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.jump_count"">jump_count</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.total_grit"">total_grit</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.avg_flow"">avg_flow</span>","<span_class=""translation_missing""_title=""translation_missing:_en-us.lib.export.portability_exporter.activities.horton_values.flagged"">flagged</span>"
2.0,Year of health part 2,2.43,1610.0,2255,29.0,Run,0.0,4653395691,garmin_push_6139849991,4969412863.0,2021-01-20T18:23:52Z,2021-01-20,(GMT-05:00) America/New_York,-18000.0,"[26.031745, -80.143137]","[26.031787, -80.14157]",,,United States,26.031745,-80.143137,0.0,19.0,0.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,4969412863.0,2.431,3.3,81.8,28.0,True,144.9,175.0,False,True,24.4,9.4,0.0,0.0,False,5492162.0,1.0,a4653395691,ki{}Cr}chNIkCMaAB_AGuD?{CEs@F_@TMl@?PE?CDYEaA@iBCuDDQFGHAx@CnDAFAFIFQ@KIeA@SIyBGs@EkBBa@FWBEFAdB@d@EV?XDp@BjACXDDFBP@VGn@@l@XVD@hB@bBFxPBn@BpAC`BDt@ABBB\BxABXPV@h@XHb@FbBBJFBH@r@A^?p@NjC@tABJH@l@Ap@@zBEnA@r@`E_@?QFm@Cu@@wA?aCD[EqBDYCw@JwB?kAGa@?u@DW?OCa@Q}@Ik@B_AAwBBs@A[BgA?cCFwBEUSKWEoFCM}FFIB_@CYOMQwEkE{@@G?IHqACAD?|CNbFCx@JrF?lB,2.0,,,,13:23:52,2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Hannah’s birthday run AND Biz and Joey’s wedding part 2,3.01,1842.0,1994,26.0,Run,0.0,4630200578,garmin_push_6116966811,4945270832.0,2021-01-16T15:00:15Z,2021-01-16,(GMT-05:00) America/New_York,-18000.0,"[28.021964, -81.958725]","[28.020725, -81.951586]",,,United States,28.021964,-81.958725,0.0,18.0,3.0,5.0,0.0,False,False,False,False,everyone,False,g7364176,False,4945270832.0,2.626,3.4,83.4,19.0,True,152.0,171.0,False,True,80.2,42.6,0.0,0.0,False,5492162.0,1.0,a4630200578,g``jD`qfsNQEU?eB@IEACIy@?}ABO@k@?sCAa@BsAEqHDs@?oBBm@GaABsACk@GCUL]Fc@Po@JcAJ{BEi@EuC?i@CeEYyACKEa@YMYK_@k@}AWkAcAiDM]UiAQ_@Kg@_@gAOo@_@cCYkC[}BIaAy@eF[oEIq@o@oDC_AF_CF{@Ho@HYB_@N]Hk@b@_AVYHk@HYDIxAkB^k@d@a@j@o@xB}Ad@Yz@Yh@KbC_AvA[jIoA|AObA?b@?ZB`A@tAJvBv@d@J^Pr@z@`@n@Xj@Xt@Lh@N\z@zCbBnFh@jAPd@bA`CTb@j@t@h@`AZb@n@bBXlAPXVl@RRPXb@xADfAGp@ShB_@dCQt@_@vA{@bCq@xBMXGJmAdAuB`BuArAeBrAcA~@,2.0,,,,10:00:15,2021-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Biz and Joey’s wedding pt. 1,3.01,1375.0,1757,29.0,Run,0.0,4624089541,garmin_push_6110841125,4938913980.0,2021-01-15T13:14:02Z,2021-01-15,(GMT-05:00) America/New_York,-18000.0,"[28.020644, -81.958147]","[28.018257, -81.949111]",,,United States,28.020644,-81.958147,0.0,14.0,1.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,4938913980.0,3.519,4.6,89.3,18.0,True,164.6,190.0,False,True,88.4,57.8,0.0,0.0,False,5492162.0,1.0,a4624089541,_x_jDlmfsN^TC^UPG@_ACwB@{ANkB@a@MEkAHuBAaABIOECOJ_A?yACm@@_FCyBJuABwA?eABc@E_@IWKA_@Jg@Pc@B{@?gCHMAmFAsF[g@Ca@MMMUa@_@_As@kCM]Ou@e@{AKk@C]Ya@Uy@Ki@m@}BSaAUgCYuBOs@IeA_@}CEo@Ko@WiDUuAYmAGg@GeAJaB?c@JuAR{@Rg@Je@`@}@LMTu@C@?CHWR_@jA}ADCH@?ENYRYdAaAlBqAx@a@vEiBpAWh@Gf@KpC]|@QhAOjAId@A`ADv@@v@ChBXzBz@XRbAvAn@jAfAdDd@hB^~@^pAj@`B|BrFT^v@fAXh@V`@t@nBLb@J`@Zf@n@dAK?`@~@DXF~@AbAg@lDa@~BIZc@xAm@zAQl@KV,2.0,,,,08:14:02,2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Chelsea takes me for a lunch run,2.39,1602.0,2687,27.0,Run,0.0,4615759984,garmin_push_6102547430,4930202897.0,2021-01-13T18:40:34Z,2021-01-13,(GMT-05:00) America/New_York,-18000.0,"[26.013143, -80.120755]","[26.013101, -80.125104]",,,United States,26.013143,-80.120755,1.0,13.0,0.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,4930202897.0,2.398,3.5,81.2,28.0,True,139.0,158.0,False,True,23.6,5.4,1.0,0.0,False,5492162.0,1.0,a4615759984,cuw}Cvq_hNBGNIpAMp@CDEDqHAw@Cw@?wACIMKa@CiAAwCMeAMgASYiFAo@ZwBb@CxA@d@Ab@D_BG[C[@cAEs@E}@FmAB_@E_@?c@EOBWGcAC]GW?q@D{@GgAAa@GcCKsDzCBTEd@J^@z@HNDd@lA@`@Ep@HfBDxBPXALEZ?r@K|@V^Ij@E\Gx@PXJf@HhBN|@?r@T`BTlCNhAD@Dn@DLHBJFfAAr@BzAA`BB~AB^?jACAI[Eo@Fu@OqBAeBCc@OOQAsB@kDbUFvB?fAGFGBcA@ON?BC`@NvE@bEBbABj@@l@B@EI?GBUAmABKp@AT?PD?jBNdG?f@@`@HVD@v@Ab@Gf@CHEEm@AmB@YMsJ,2.0,,,,13:40:34,2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Been a minute: Monday ~vibing~,3.01,1384.0,2069,32.0,Run,0.0,4605956127,garmin_push_6092781049,4919969491.0,2021-01-11T22:06:51Z,2021-01-11,(GMT-05:00) America/New_York,-18000.0,"[26.026895, -80.164315]","[26.030689, -80.153032]",,,United States,26.026895,-80.164315,0.0,12.0,0.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,4919969491.0,3.498,4.6,88.2,25.0,True,159.0,195.0,False,True,18.0,6.8,0.0,0.0,False,5492162.0,1.0,a4605956127,akz}C~ahhNDVCJMD{@CKBCD?PBh@ARF\A`@DHTFt@J~CX`@HHl@Ax@B`ANhBCb@?hCIx@GvBBv@DZEXDh@AhEJh@DzDAnAID}Cj@qCfAg@@sANEPAd@EP]GJDHR@t@?DIHc@DgBHwFBWHCb@DvCE\@t@AJID{AL{A?SBiDECcACDE\SRmALg@BICEUAg@BcCAkHQkJQyCf@KSDSESu@Ik@MmBGsFBuADk@ZyBLeBFc@DKCoA?_AGcAB]CwCCAAc@BEBYIa@Ek@AyBCo@A}MDiAGqH?wBI{H?g@BORVQs@Cg@?eDAs@AgB@MFEb@Cz@?lABpDCIYCc@GyG@u@PEjCAJDFFCjEDbB,2.0,,,,17:06:51,2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Evening Walk,2.73,3461.0,3765,0.0,Walk,,4585060601,34233901-3D99-4B1D-9131-C9CC7F5BA61C-activity.fit,4898055344.0,2021-01-08T00:55:56Z,2021-01-07,(GMT-05:00) America/New_York,-18000.0,"[26.120052, -80.141768]","[26.120113, -80.142132]",,,United States,26.120052,-80.141768,0.0,9.0,0.0,3.0,0.0,False,False,False,False,everyone,False,g7364176,True,4898055344.0,1.271,15.4,,,False,,,False,False,2.5,0.6,0.0,0.0,False,5492162.0,1.0,a4585060601,iql~C`uchNaAkAFFFRBI_@]wAVjAm@VIIBBEB@GF?CCB?CB?GDB?AAKHEJ?DRG@NWB?D?BZFCDJDMF?PGV@D?ETFAEMV@Gk@j@MDTINSC[FACOMWYEO@KOGEJACAFDEAj@M?UTCLKRGL?JG?BDGJ??CBBBCFDDCXRFAHDJHN?LDBAF?FBCKD@CCJI^GNN?HDHFAPNHAJI@@DQRKFKZOr@`@TBLAPONELCN@FEF?D@@HB?BLFHLCHIB?@DBALGXGCGRG^E@ELKBKII@ASO@AWGMMIa@BKAM@MCO@GAc@FICGJKD??KFCCKBKEQCc@@MCKPIBWAIMUIUUUCKe@SSSQIKMUOC@SSMk@DMEE?CGQMGEMCQ@MAQ@WGMBMJDFAAMIQ@SNYGIMIEMO@QECBGAECEBADDP?TRl@Wh@Wv@ARPVDEAWIMCMKKI@QCEHEBKGC@UG@C?@CGBQCQ@UCKBIAKD_@G[EE?ICEJm@Ec@@YBC?QAA@I?KCE?MDE@ECQKQHg@EU?KEW?QCIBMDM@QFME?@ACCDI?GMI@KEIH??GC?EFOB?FD@GGGBKGA??BCBB@CBBAAAMJGOB?@HBAAA@B?G@DBC?BD@CCEB?AKEABJF@DE?C?DAAED@BEFA@@?FA@CAB?AA@FBKP@?D?CA@BACBE?EGMB@CZE?MEOAMBMASDIAUCGFOCMBMCOB_@CECQ@SCWEEB_@Ci@Bm@@m@CMBIAG?GCG@I@B@??F@DC\@HAZBJAv@BPCj@EXJl@CPBLANDFAh@FT?l@PHDJUFIFHNBVELDZCj@Kb@DfAC^BR@`@APBn@@vA@^FN@T@FAL?PC@CXC?ADA^BPEF@TAN@^CPHJ?DHFB?@JEPGBGNEBATGBTN@FFHAB@TIJGJAZEBFn@DN@l@CFARDd@BLDB@PJTLR?BM?AFM?DC@BQH_@b@HGCFVP@PDLJLF@DLVJAFHB?BKJi@NO?KHKAIIG??DORGBi@GU@BICCIHK??BB?@AK?C??BCO@GA?COCBBJ?GF@BLG@AL?QIEE?CCE?CESCM@B?GFF?E@FEECEDDCFN@MFEGJ`AS_@@MCCEGLB?E?FCCI?NIBCF?TCB@RMHCED?@BCNH?@CBDJGCD?KBECDBMCBDACDAKBRLCNNP^AVBNBD?LHHDAEBOCNCIF?BB@E@?@BCABAAEDHMEB?ADECB,2.0,,,,19:55:56,2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1/2 baseline with Grace (first time using GARMIN plan),1.15,586.0,589,12.0,Run,0.0,4583956387,garmin_push_6070890347,4896911027.0,2021-01-07T21:04:40Z,2021-01-07,(GMT-05:00) America/New_York,-18000.0,"[26.027438, -80.164357]","[26.031596, -80.159679]",,,United States,26.027438,-80.164357,0.0,14.0,1.0,2.0,0.0,False,False,False,False,everyone,False,g7364176,False,4896911027.0,3.156,4.4,85.0,27.0,True,148.3,171.0,False,True,18.4,8.6,0.0,0.0,False,5492162.0,1.0,a4583956387,mnz}CfbhhNB|CIDo@QkC}@{A[c@QyA_@yAi@mA]}AYyCYmAWc@MGa@Ao@G}@A_MCiB?i@Fo@BCrAAhABXDb@?jBEb@I~@BlCMzDIn@B_AJqBFoABwB?cAD[DaB@YCKGUFM@IB[C,2.0,,,,16:04:40,2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Finishing out Jordan Year with the Newest Jordan Member,1.01,445.0,494,18.0,Run,0.0,4579183533,garmin_push_6066129053,4891906388.0,2021-01-06T22:14:48Z,2021-01-06,(GMT-05:00) America/New_York,-18000.0,"[26.026455, -80.164239]","[26.028646, -80.160072]",,,United States,26.026455,-80.164239,0.0,12.0,1.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,4891906388.0,3.65,4.7,88.8,26.0,True,144.0,170.0,False,True,23.2,9.8,0.0,0.0,False,5492162.0,1.0,a4579183533,ihz}CnahhNNEh@HJJHXBZCfA@f@A|@FLFG?ECuC?iACoBFoAA{B@u@GuDEOmAF_A@u@H}BHMLQd@a@H{@@q@C[WIi@E_AAcB@kDIm@IS{GCu@HEH@pADK?iABMHEnEIfCDLNDxA,2.0,,,,17:14:48,2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Afternoon Walk,1.49,1795.0,1795,0.0,Walk,,4588620648,25BEEAA2-BDD1-4C29-8C7A-60ADB76208C0,4901802514.0,2021-01-06T18:37:58Z,2021-01-06,(GMT-05:00) America/New_York,-18000.0,"[26.035938, -80.174595]","[26.036061, -80.174668]",,,United States,26.035938,-80.174595,0.0,9.0,0.0,3.0,0.0,False,False,False,False,everyone,False,g7364176,True,4901802514.0,1.337,2.8,,,False,,,False,False,3.0,1.1,0.0,0.0,False,5492162.0,1.0,a4588620648,qc|}CfbjhNLBVXsA_@g@?WKa@Be@MRASn@GDiA@KBUb@@Re@JkA?\}@r@KDDAQLYNCFETI\@|Ae@RIHJJDC@HAVIf@IBB^IF?HHN?TEPQTBFFRELCj@]XVJTFDDECEPSl@ABFNLPXTPDAPUJ]LGABN?r@i@F??FV]?IDMBACSB}@N]@QBQE_@ICGIB]Ca@GQ@g@OUCW?M@?BI?WCE@_@K[IGTg@@DK@GEBm@BMCMBCMw@BCIo@IWMSOKAP?Eq@QOBKG}@M[?GESQQ]m@u@YUc@Ms@Aq@FEASDWAKFQ@OB@BIBQPGAUL[DW^c@KQ@G@q@GU@YGGD@Bm@?OD@?KK]@SMCEICFAE@S[ABJvAGQADKEDNARCHBPCVGRKn@BN@b@@GFRRXBHCHFNGJEPJNIP\d@XP|AHd@?LDVLJBZCVDLEd@@BBADP\Mf@A\AS?XEVKTBF?RAVKJKXBJCB@L@DEh@@LDLCRCBF^BDAB@AB@FLBNFFN`@DCNJNEPD?F^@XDBCAGJ\?LBADTE\NJAUAD,2.0,,,,13:37:58,2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Afternoon Walk,1.95,2396.0,2499,7.1,Walk,,4568722881,6A33288D-A07B-4692-ABC2-232D9913DC8A,4880939899.0,2021-01-04T22:39:13Z,2021-01-04,(GMT-05:00) America/New_York,-18000.0,"[26.013437, -80.117238]","[26.012982, -80.122139]",,,United States,26.013437,-80.117238,0.0,10.0,0.0,2.0,0.0,False,False,False,False,everyone,False,g7364176,True,4880939899.0,1.312,2.0,,,False,,,False,False,7.8,0.2,0.0,0.0,False,5492162.0,1.0,a4568722881,}vw}Cv{~gNWnAKNK@[CAAYAi@OW?WG?II[A}@Do@?{@Ea@Dk@E_@@]Ek@GCYEYDY@cAQk@Eg@Ac@EaBASAM?IBUECCM?u@R]KUAMG_@CW@s@EQBmCQk@?kAGm@@ICE@k@I\BPFh@BRAxBFlB?\Dj@@`@BRCh@Fx@?H?TNLEZAh@DZC|BJFAfA@bBHTJP@DJ@?@JEPDTAFHX@CBZAj@Df@GTGP@HEL@pBFBFHzBZdDHTD|@?VBLHDTB~BDvJINIDqBHKFGZ@fEFfEAh@Dp@Cf@BT?fCDbABpAAvAD^?eACO@]C}C@]G}B@e@CO@q@Cs@AsB,2.0,,,,17:39:13,2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,New Years Sprint ,1.01,439.0,667,7.0,Run,0.0,4550806117,garmin_push_6037772459,4862066911.0,2021-01-01T20:38:39Z,2021-01-01,(GMT-05:00) America/New_York,-18000.0,"[26.026385, -80.168355]","[26.025421, -80.166353]",,,United States,26.026385,-80.168355,0.0,13.0,0.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,4862066911.0,3.692,5.4,89.4,29.0,True,140.9,171.0,False,True,12.0,6.2,0.0,0.0,False,5492162.0,1.0,a4550806117,{gz}Cf{hhN^DRLDJ@jAEnC@LFBBI?m@DwCAcCB]Yy@I{@GoB@yBBs@Kq@EEC?WWM@a@GyBLmBB[NMf@WTa@NSd@C@OGJEVa@LMLCVSN_@FIJAd@FZ?t@Lf@?JC`@Cn@HxAqCZSh@SF?JJTh@j@h@Ld@Nv@H`AAnEKbEEJCBICCCGm@As@Fm@CaE,2.0,,,,15:38:39,2021-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,"Started 2020 in the mountains, ended at the beach",5.01,2274.0,5080,56.0,Run,0.0,4546118525,garmin_push_6032884330,4857085893.0,2020-12-31T19:11:38Z,2020-12-31,(GMT-05:00) America/New_York,-18000.0,"[26.01359, -80.137976]","[26.014237, -80.13423]",,,United States,26.01359,-80.137976,0.0,19.0,5.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,4857085893.0,3.545,5.3,89.1,29.0,True,158.0,194.0,False,True,23.8,9.0,0.0,0.0,False,5492162.0,1.0,a4546118525,}ww}Cj}bhNMOI]?a@Ea@IsEAeBMaEFi@Fa@Tc@@m@KuBCwAGm@@k@KcAC_@Fk@@c@C[@mACeCHYbA]`B@JIHUHYBWEy@CcEI{FCwC?KFOEqACkBEoAGgNGsAE_D@{@Ai@?INMAAJKPKdBELEBIAMPLFIDg@?m@CiFGcBFMC}@NUb@?pCRnADh@Hx@AxABrBNtCDv@HtDJn@DdA@PBvA@t@CZDGJdEOhBBl@CjAOx@EN?h@GC]@MBC`@?NEVIBGE[EQAe@Tw@@c@Aq@@m@NCCXKHgA@_@EwACWCQ@c@IwBEc@Iu@a@cB?UEiBKJYCPE@aAAa@Ui@?c@GoA?kAGmAAmAOiDAgAGkB@[@Bn@Ec@CEKGy@QaADmBE}BMw@CUG@EQFsBCq@?wACyAKSCoDGIJ@f@?UCCs@WaACk@Gm@FmESsB?OJ?ZNb@@TCzADf@BjBFH?PBLJBf@?^Hn@ZUECG?If@@lBKd@@RFR@LAfAY^@RJbBXrBLn@@jATh@Fl@Rn@Le@?EACGLARDn@B~CFF@RLBJQFBJJ`AD|FBt@BhBCRKDm@@]H]PQCw@BCFLnED|@Cz@BrBCJKDy@AAc@GPEDe@NyBDKDCBCX?|@DdB?vBFjD{AKpANBD@LHbGIVBDD\Bn@?pBNnKGf@k@p@K`@EZ[f@GTI@V`@J\LfIAlABl@Dt@DJ\V\E,2.0,,,,14:11:38,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,The “Congrats You Survived 2020 5k”,3.11,1363.0,2515,32.0,Run,0.0,4535882358,garmin_push_6022297169,4846210227.0,2020-12-29T18:50:15Z,2020-12-29,(GMT-05:00) America/New_York,-18000.0,"[28.020762, -81.958227]","[28.039982, -81.953862]",,,United States,28.020762,-81.958227,0.0,16.0,3.0,1.0,0.0,False,False,False,False,everyone,False,g7364176,False,4846210227.0,3.669,5.1,89.9,26.0,True,160.1,186.0,False,True,73.8,49.8,0.0,0.0,False,5492162.0,1.0,a4535882358,wx_jD|mfsN@AR?HFFTIZSNeDFg@BmAPe@BqA@]LJhCFfCC~AFbFC^?lBEd@DbBKb@oBFwBGgC@wAEwCBg@QIc@KAiC?IA@COAgBEeBB}DCoABcD?{@@_@F_@X]`@YRDAt@~@JRb@rAXd@^pB^pAVtAPnAJ`@Tf@^h@NXXz@bAvB~@jCHt@?TI`@[l@YO?PMt@ELKFG@YK]U}As@q@UgAWw@Kg@EkJa@eAKwAYiAa@}FsCwAcAs@s@N@c@][c@_@q@Sg@i@kBcA}HKoARn@a@aBiAmIQ{@e@yAw@{A\EYDWO_A}@{@e@c@SiAY}@Ka@EgBEGAAE[GECEUCoA?yD?CEADi@@{AGw@Da@FcBL[D_@CQAa@FeA\}@Mm@Ii@MmCEYAg@EY@{AFc@DCXCT?\HBLFhAJh@,2.0,,,,13:50:15,2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,“Running socks truly make a difference” -Macy ,2.0,1193.0,1231,19.0,Run,0.0,4521503864,garmin_push_6007228117,4830980644.0,2020-12-26T19:49:05Z,2020-12-26,(GMT-05:00) America/New_York,-18000.0,"[28.020625, -81.958551]","[28.024041, -81.937656]",,,United States,28.020625,-81.958551,0.0,19.0,0.0,2.0,0.0,False,False,False,False,everyone,False,g7364176,False,4830980644.0,2.705,3.7,84.7,17.0,True,156.1,179.0,False,True,86.0,62.6,0.0,0.0,False,5492162.0,1.0,a4521503864,{w_jD~ofsNwDCs@FWHqAFa@CS@SGE{A@qBC_@Ba@N_@AMIa@Dg@KmB?g@BcJF_@KgC@w@GYA[EEC@_A\WDq@DqEB}@EiB@q@AoAKkACm@GW?q@GQEQKMO{@iCOs@Us@k@_BAOSk@a@gBQYU}@a@oAWiAc@{CEw@Kk@OwAMg@IiA_@uBUkBIq@@UC[Y_DWy@Ic@GoDDq@JiALg@Lq@LSBSB[^}@Xa@TeAZm@PQXe@XWZe@v@_AXYr@_@nA_AdAe@\IrDwAh@EtDm@rDi@,2.0,,,,14:49:05,2020-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,New year new gear same partner ,2.06,1028.0,1068,29.0,Run,0.0,4517288449,garmin_push_6002696791,4826533780.0,2020-12-25T22:20:25Z,2020-12-25,(GMT-05:00) America/New_York,-18000.0,"[28.020775, -81.958553]","[28.018586, -81.959861]",,,United States,28.020775,-81.958553,0.0,11.0,0.0,2.0,0.0,False,False,False,False,everyone,False,g7364176,False,4826533780.0,3.226,4.2,86.7,16.0,True,164.6,180.0,False,True,98.4,73.0,0.0,0.0,False,5492162.0,1.0,a4517288449,yx_jD~ofsNOBg@A_B@k@Fa@HYDa@Aa@Dg@ASLEv@@dBEf@A`AIfB@d@EXDXB`BFdAEzBDnAIdAED[Fc@BiCBuACeADWAuAB{@AYEa@HMh@Ct@AzF@^@@T@b@EhA@`AG`A?t@GvBDb@A`@@n@GfAChA?p@DxBM|ANf@C|@Db@C`@?zAFb@Ax@K~ABFE?Cr@Nt@CfB@|@GvBBdAE\C|A?DAX@ZD~@Cf@DCqBEmAD_CCi@CQCASGSB]H_A?a@E}@DcACm@AYF}@@u@Dg@Ck@Ic@@MCU?}@]Ec@C{CE{@@uEAYD_B?eA,2.0,,,,17:20:25,2020-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Christmas Eve Jolly Jog,1.01,614.0,616,7.0,Run,0.0,4513629187,garmin_push_5998676316,4822614278.0,2020-12-24T19:49:57Z,2020-12-24,(GMT-05:00) America/New_York,-18000.0,"[28.020542, -81.958294]","[28.030648, -81.963336]",,,United States,28.020542,-81.958294,0.0,16.0,3.0,2.0,0.0,False,False,False,False,everyone,False,g7364176,False,4822614278.0,2.64,3.4,82.9,30.0,True,135.5,155.0,False,True,72.2,62.2,0.0,0.0,False,5492162.0,1.0,a4513629187,kw_jDjnfsNHHBLCPGJMFo@Ba@A{AHc@?}@NWAg@@cA?IFDxCA`BD|@C^AdA@r@ETKPEB{BB_@?K?GH@HHPB\B~DCjBEZEFoADKCOOWFe@GWCe@DUAMEY?i@Du@WM@_@CYQQAkC@WBmAAqAFuBGgA@_@EyDH}B?O@[LUV,2.0,,,,14:49:57,2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Lakeland Run Club,3.01,1959.0,1959,23.0,Run,0.0,4503982157,garmin_push_5988877705,4812454752.0,2020-12-22T13:09:46Z,2020-12-22,(GMT-05:00) America/New_York,-18000.0,"[28.020637, -81.958176]","[28.018773, -81.949784]",,,United States,28.020637,-81.958176,0.0,19.0,1.0,4.0,0.0,False,False,False,False,everyone,False,g7364176,False,4812454752.0,2.469,3.3,83.2,17.0,True,160.4,186.0,False,True,84.0,45.2,0.0,0.0,False,5492162.0,1.0,a4503982157,}w_jDrmfsNDABG?{@BUE}@B[CIGG[Au@BmB?GIMe@UCIECIC{D@}DCkB@gARuAAc@@a@Oq@IQUq@Sa@QKe@DgBt@cAPe@FqB@{CGiABm@?uDU_@E_AB[GUAYQSc@GWYe@{A_Fi@sBK_@A[S[eAaDY_Bm@cFWyAWyBEu@UcAOeBU{D_@}BI[C[Cs@?mAJqBFSD_@HU@[p@wBL[V]ViARa@Z]FQ^c@n@_A`A}@bCaBjAg@ZG~@_@RMv@]vA[r@GnAUfBUVGpBU`@K`AElAC`BDt@Jb@JhBl@XBRH~@|@LX\d@fA`Cn@dCfAtD`ArCZn@Tn@PXd@lAVf@Xf@j@r@N^^l@^bATv@F^FNX\R`@JNRLJPLZVxA?fAEh@cA~Fc@hBSp@y@pBq@tBQXs@h@,2.0,,,,08:09:46,2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
