resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts
2,The “Congrats You Survived 2020 5k”,5000.4,1363,2515,32.0,Run,0.0,4535882358,garmin_push_6022297169,4846210227,2020-12-29T18:50:15Z,2020-12-29T13:50:15Z,(GMT-05:00) America/New_York,-18000.0,"[28.020762, -81.958227]","[28.039982, -81.953862]",,,United States,28.020762,-81.958227,0,16,3,1,0,False,False,False,False,everyone,False,g7364176,False,4846210227,3.669,5.1,89.9,26.0,True,160.1,186.0,False,True,73.8,49.8,0,0,False,5492162,1,a4535882358,wx_jD|mfsN@AR?HFFTIZSNeDFg@BmAPe@BqA@]LJhCFfCC~AFbFC^?lBEd@DbBKb@oBFwBGgC@wAEwCBg@QIc@KAiC?IA@COAgBEeBB}DCoABcD?{@@_@F_@X]`@YRDAt@~@JRb@rAXd@^pB^pAVtAPnAJ`@Tf@^h@NXXz@bAvB~@jCHt@?TI`@[l@YO?PMt@ELKFG@YK]U}As@q@UgAWw@Kg@EkJa@eAKwAYiAa@}FsCwAcAs@s@N@c@][c@_@q@Sg@i@kBcA}HKoARn@a@aBiAmIQ{@e@yAw@{A\EYDWO_A}@{@e@c@SiAY}@Ka@EgBEGAAE[GECEUCoA?yD?CEADi@@{AGw@Da@FcBL[D_@CQAa@FeA\}@Mm@Ii@MmCEYAg@EY@{AFc@DCXCT?\HBLFhAJh@,2,,,
2,“Running socks truly make a difference” -Macy ,3226.6,1193,1231,19.0,Run,0.0,4521503864,garmin_push_6007228117,4830980644,2020-12-26T19:49:05Z,2020-12-26T14:49:05Z,(GMT-05:00) America/New_York,-18000.0,"[28.020625, -81.958551]","[28.024041, -81.937656]",,,United States,28.020625,-81.958551,0,19,0,2,0,False,False,False,False,everyone,False,g7364176,False,4830980644,2.705,3.7,84.7,17.0,True,156.1,179.0,False,True,86.0,62.6,0,0,False,5492162,1,a4521503864,{w_jD~ofsNwDCs@FWHqAFa@CS@SGE{A@qBC_@Ba@N_@AMIa@Dg@KmB?g@BcJF_@KgC@w@GYA[EEC@_A\WDq@DqEB}@EiB@q@AoAKkACm@GW?q@GQEQKMO{@iCOs@Us@k@_BAOSk@a@gBQYU}@a@oAWiAc@{CEw@Kk@OwAMg@IiA_@uBUkBIq@@UC[Y_DWy@Ic@GoDDq@JiALg@Lq@LSBSB[^}@Xa@TeAZm@PQXe@XWZe@v@_AXYr@_@nA_AdAe@\IrDwAh@EtDm@rDi@,2,,,
2,New year new gear same partner ,3316.4,1028,1068,29.0,Run,0.0,4517288449,garmin_push_6002696791,4826533780,2020-12-25T22:20:25Z,2020-12-25T17:20:25Z,(GMT-05:00) America/New_York,-18000.0,"[28.020775, -81.958553]","[28.018586, -81.959861]",,,United States,28.020775,-81.958553,0,11,0,2,0,False,False,False,False,everyone,False,g7364176,False,4826533780,3.226,4.2,86.7,16.0,True,164.6,180.0,False,True,98.4,73.0,0,0,False,5492162,1,a4517288449,yx_jD~ofsNOBg@A_B@k@Fa@HYDa@Aa@Dg@ASLEv@@dBEf@A`AIfB@d@EXDXB`BFdAEzBDnAIdAED[Fc@BiCBuACeADWAuAB{@AYEa@HMh@Ct@AzF@^@@T@b@EhA@`AG`A?t@GvBDb@A`@@n@GfAChA?p@DxBM|ANf@C|@Db@C`@?zAFb@Ax@K~ABFE?Cr@Nt@CfB@|@GvBBdAE\C|A?DAX@ZD~@Cf@DCqBEmAD_CCi@CQCASGSB]H_A?a@E}@DcACm@AYF}@@u@Dg@Ck@Ic@@MCU?}@]Ec@C{CE{@@uEAYD_B?eA,2,,,
2,Christmas Eve Jolly Jog,1621.1,614,616,7.0,Run,0.0,4513629187,garmin_push_5998676316,4822614278,2020-12-24T19:49:57Z,2020-12-24T14:49:57Z,(GMT-05:00) America/New_York,-18000.0,"[28.020542, -81.958294]","[28.030648, -81.963336]",,,United States,28.020542,-81.958294,0,16,3,2,0,False,False,False,False,everyone,False,g7364176,False,4822614278,2.64,3.4,82.9,30.0,True,135.5,155.0,False,True,72.2,62.2,0,0,False,5492162,1,a4513629187,kw_jDjnfsNHHBLCPGJMFo@Ba@A{AHc@?}@NWAg@@cA?IFDxCA`BD|@C^AdA@r@ETKPEB{BB_@?K?GH@HHPB\B~DCjBEZEFoADKCOOWFe@GWCe@DUAMEY?i@Du@WM@_@CYQQAkC@WBmAAqAFuBGgA@_@EyDH}B?O@[LUV,2,,,
2,Lakeland Run Club,4836.2,1959,1959,23.0,Run,0.0,4503982157,garmin_push_5988877705,4812454752,2020-12-22T13:09:46Z,2020-12-22T08:09:46Z,(GMT-05:00) America/New_York,-18000.0,"[28.020637, -81.958176]","[28.018773, -81.949784]",,,United States,28.020637,-81.958176,0,19,1,4,0,False,False,False,False,everyone,False,g7364176,False,4812454752,2.469,3.3,83.2,17.0,True,160.4,186.0,False,True,84.0,45.2,0,0,False,5492162,1,a4503982157,}w_jDrmfsNDABG?{@BUE}@B[CIGG[Au@BmB?GIMe@UCIECIC{D@}DCkB@gARuAAc@@a@Oq@IQUq@Sa@QKe@DgBt@cAPe@FqB@{CGiABm@?uDU_@E_AB[GUAYQSc@GWYe@{A_Fi@sBK_@A[S[eAaDY_Bm@cFWyAWyBEu@UcAOeBU{D_@}BI[C[Cs@?mAJqBFSD_@HU@[p@wBL[V]ViARa@Z]FQ^c@n@_A`A}@bCaBjAg@ZG~@_@RMv@]vA[r@GnAUfBUVGpBU`@K`AElAC`BDt@Jb@JhBl@XBRH~@|@LX\d@fA`Cn@dCfAtD`ArCZn@Tn@PXd@lAVf@Xf@j@r@N^^l@^bATv@F^FNX\R`@JNRLJPLZVxA?fAEh@cA~Fc@hBSp@y@pBq@tBQXs@h@,2,,,
2,Monday ~vibing~ ft. Emily ft. Watch can’t find my location ,4839.0,1590,1658,28.0,Run,0.0,4499929541,garmin_push_5984704667,4808156168,2020-12-21T12:54:19Z,2020-12-21T07:54:19Z,(GMT-05:00) America/New_York,-18000.0,"[28.027581, -81.952254]","[28.019133, -81.950032]",,,United States,28.027581,-81.952254,0,19,0,2,0,False,False,False,False,everyone,False,g7364176,False,4808156168,3.043,3.6,86.8,21.0,True,157.0,177.0,False,True,157.8,123.0,0,0,False,5492162,1,a4499929541,kcajDrhesNGAEq@o@kBk@sBUe@[sAEYO[_A_DMcA]gBIoA]cCIy@UyAk@uEQ_CIcBm@{CE_@Ck@DqELa@JK@YX{@Hc@Xo@`@]Hi@Le@Zm@~AoBvAyAfAm@TQf@c@`CaAvAe@j@YpBUnGcAr@GtAUt@?j@BnABp@D`@JdBj@dAX`@Nj@l@x@pAb@fAfAnD\rAdAzCT`AjBlEb@z@^d@l@|@`BtDTt@LRTd@l@bAPj@RjAIbBk@zCYpBa@|AYx@e@hAk@jBYh@ORoAdA[\,2,,,
2,Long run Wednesday...why not? ,8057.3,2421,3529,25.0,Run,0.0,4481269382,garmin_push_5965661722,4788433300,2020-12-16T22:17:08Z,2020-12-16T17:17:08Z,(GMT-05:00) America/New_York,-18000.0,"[26.026597, -80.164091]","[26.025858, -80.171236]",,,United States,26.026597,-80.164091,0,15,4,1,0,False,False,False,False,everyone,False,g7364176,False,4788433300,3.328,5.5,87.6,28.0,True,168.1,185.0,False,True,16.8,0.6,0,0,False,5492162,1,a4481269382,eiz}Cr`hhNIZ_@h@kAFYNOtALt@LNPBHBZ?d@FhAT|AHBBF\@z@FdA@z@AVB`@En@DpBKjBChAHhBCvB@hCRtACLDnDCb@KFaAFcAV_@FqCz@u@@g@BIBMJGLIr@M?FJ@n@?TADEBaILw@D_@FGZDbCEZBvAKXWDiA@oADmDBa@IDo@EXONg@DwABAG_@@c@Js@D]PkALaABo@Gg@?m@Hk@?a@HaAJoAXSB_@@SUWk@]]EWFYj@Yb@QFDJh@N\^ZXDf@SD?XHv@Ct@G`@Kl@Cn@KHD^D`@@D??GYe@AM@Cp@]jA{@F]C}AJg@Tq@@UC}BKs@OyAOo@Cq@Ii@@uAEoAEm@Me@]YCAADOMc@GkACa@I][_AgAIGe@Qc@As@BqAN{@V_@P?NBJBBEEE[EGE?]Na@F{@?oBBm@Gc@K]SW]IkASSg@Ae@EmBCaBBOJ?BNJ\H@F@Z_@l@?T?n@V`AEd@BXBLj@|@Bj@ARIT_@TQDAHBl@h@h@DPGRYZ?DL\Z^ADDZCZQTUHCHAf@B^BNFBMLO\BxBEn@FNH?DMJDHp@E^E@[WC@CN?z@NnB|A`@`@F~AAl@IJU?i@Jq@Bm@X_ABKPO^k@^a@j@cATu@Bq@@CRG\A\M@I@e@LWXWNa@Hi@Ts@Jg@@u@@CHFB`@QpAWrAQlA?zAJjA\|@NJ`ADf@NAJ]|@GTY\c@VMX?REDRHFFP^B^PHnAQf@Sr@A~B[pBQ^@j@CH@L]LJb@BjACd@Gb@Hf@BfA?^KB]AXBJJBx@GpAArBGb@?|@DLAFE@IEu@?y@C}@BoCAcB@QJ{@\_Ar@eCTg@PWPe@^Sb@Ed@@hDQn@?n@AXBZP@^J^B\T@EDOn@AhB@PDHTFb@SjA]ZEDCHMj@K^ADIBo@?_B,2,,,
2,Anniversary Couple so kind stoped on their way down to the Keys for some TF with me!,1636.7,455,528,10.0,Run,0.0,4472901154,garmin_push_5957088575,4779617818,2020-12-14T22:01:56Z,2020-12-14T17:01:56Z,(GMT-05:00) America/New_York,-18000.0,"[26.026884, -80.164146]","[26.026106, -80.148993]",,,United States,26.026884,-80.164146,0,12,1,1,0,False,False,False,False,everyone,False,g7364176,False,4779617818,3.597,4.8,89.0,29.0,True,151.7,170.0,False,True,22.0,9.4,0,0,False,5492162,1,a4472901154,_kz}C|`hhN^C^FXCh@D\PFHPBAmBBy@AyAMcI@_FGg@BqDE}A@_BEeHGu@BM?cAC_HEkB@cFCyA?{@Co@GmGDi@Nq@DeACeADGG{A,2,,,
2,Don’t recommend wings before a run,8056.6,2416,3503,59.0,Run,0.0,4456313777,garmin_push_5939969367,4762123639,2020-12-10T22:07:40Z,2020-12-10T17:07:40Z,(GMT-05:00) America/New_York,-18000.0,"[26.026988, -80.164374]","[26.025856, -80.171006]",,,United States,26.026988,-80.164374,0,15,3,1,0,False,False,False,False,everyone,False,g7364176,False,4762123639,3.335,4.8,87.4,23.0,True,163.3,193.0,False,True,26.8,3.6,0,0,False,5492162,1,a4456313777,skz}CjbhhNATCFIDQEUAYBCFAdAPnANFVD^CvAVrANR?JFLv@@zAA~@FN?PIvAHh@BbAIlAC|A@x@Bj@Ad@Dn@Cr@?pCFb@DjBAbBCr@CBi@L}@HaAT}Ap@c@H}BLC@ITAf@GLICDL@f@?^CBeAFuDHoBA_@BGDILAf@DhA?hBC`AC@cAF{C?cDFy@?k@Ci@@IIQ?{@Hq@BmB\[IE?kAHwANa@@cARUA?I}@VeALWG]{@[]Ca@HUz@_@H@X`ATd@LFd@@XQREvBBfAQr@Gv@?r@KDM]g@?INO`@ShAu@@WEyABKRe@H]@}ACu@Ke@OwAYaB?i@CS@uAAm@Aa@Io@GBEWSc@[OUGgA@g@AKCc@[gA{AYK}@EkABqBh@[V@PP^Uk@KEk@PQ@}DCa@GYM]UGGKUEk@Ie@ACYG_@?_@GiACo@D{AAQH@BLL`@NC\IZMPCf@@p@LXNh@?nA^h@J`@?LGb@IHa@FMHA^BZFJLJJLHL?J[h@h@jA@J@d@CDWPUT@nAWxADh@CH@t@Ad@BPHBBABK@MFCDDFf@A^CBK@UWC@CLLhDTHp@Rn@FxAIj@@^IDK?w@N}@Le@d@w@Jc@Pa@lA{AL[Fk@DMEc@t@EJCHGN}@ZWJWd@}BLgAHIBp@ATK`A_@jBGj@EtA@~@@LZv@RRtAPRB@DGZ]hAWTi@ZKJAJ?JFPTN\p@TFnAK\QdA?NIhBMd@ItAI~BCbBKdAFdFKpABpCEKYDVd@BREDG@qBKqE@gADm@TqAh@}Ah@wAT[Zw@JMBG^GhAEfAAv@Bn@GlAA\BVNDf@?t@JFGDCH@fCFRPJj@Wn@Sv@Od@Mj@GLCBE@_@?cBCe@B[,2,,,
2,Semester 4 of grad school = done 💯🐝🐝 #buzzbuzz,4846.6,1367,1877,28.0,Run,0.0,4443526808,garmin_push_5926860681,4748708541,2020-12-07T21:57:40Z,2020-12-07T16:57:40Z,(GMT-05:00) America/New_York,-18000.0,"[26.026902, -80.164402]","[26.032432, -80.157571]",,,United States,26.026902,-80.164402,0,14,7,1,0,False,False,False,False,everyone,False,g7364176,False,4748708541,3.545,4.6,88.7,26.0,True,157.0,179.0,False,True,21.2,3.6,0,0,False,5492162,1,a4443526808,ckz}CpbhhN?HKLiAACFCXH\?n@BJ?RBB`@Ld@B`ANj@Bl@LV@RFHZDdCEh@@HFNCrAJ|CI|@EbBHnDA~CB^Hx@@rCCdBCBiANYHsARu@XOJc@Nc@H{@?w@DIPGV@`@BCBb@@`@CTIFM?MCgA@qBFmC@c@?EBMVA`@JtDSdA]DcACoABoBEkAD]?RYMR]HqB?CCCKCm@?s@GyEBsDGcB@yEMwBIaAZFMCSMIUMs@MyAIqFD{Cb@uCLiBDW@@?i@MeE@WAa@BoBAMDi@G_@GwAKyIFu@?KEK?k@@kDB]EoA@gCE{IMeS@GTKd@AbAK|@?d@Cn@FfA@DREPE^Dv@BnBCdCEZED_AFEBe@r@QN[DGFCH@~@B|@AbAB|@E|@,2,,,
2,This run brought to you by my Spotify’s Top Songs 2020 aka straight bangerz only,8057.6,2330,3362,46.0,Run,0.0,4426626525,garmin_push_5909596568,4730831185,2020-12-03T22:25:06Z,2020-12-03T17:25:06Z,(GMT-05:00) America/New_York,-18000.0,"[26.026861, -80.164426]","[26.025909, -80.169708]",,,United States,26.026861,-80.164426,0,15,3,1,0,False,False,False,False,everyone,False,g7364176,False,4730831185,3.458,4.7,88.7,24.0,True,158.5,183.0,False,True,26.2,10.0,0,0,False,5492162,1,a4426626525,{jz}CtbhhNCPSDe@Ea@@GR?P?ZNx@\T`@JvCd@t@HJDBLDj@AvCGXDJ@TA`AFh@CdCGtB?x@F|BCX@nBB`ADRBZBpEALKTa@Fc@B{Bh@s@Z]Jm@FmBFqAAgAFO?ME[BGCsA@c@Ca@Gg@?QPGZ?xCHzB?tBCv@OP[FaAB}AAcFBkB?C?EKG?u@DaBPaCN_ADm@FY@Bi@@@KDa@He@R{@Je@P_@H_@De@AKES[Oe@QSGU?KJQx@e@TEBDXnATXb@HRK^Ix@?XBbASCJ~@Gh@IfAWBIK[?IJQl@_@j@SV[@mBBSVw@@oBCi@Kg@I_AYqAEa@AwA@k@AaAIy@GYO]MOUMWKc@Gu@Bc@Cg@_@e@u@Y]SOKCSCcB@gAPsAd@INHVCJCSIOEAcAJkCBk@Cg@IWKc@[M[E{@KUIEU@]AQCc@AoCBe@BIB@JJHZDBB?LKd@IJG`@?v@N`@H^Ap@Hd@^b@Hb@I^]ZSFMJAB@VFh@d@\@LCRUZALN`@Xd@Dl@CPk@XAD?jAAXOp@ATH\EPAlABb@BBF@JQFDJt@GNOEQOEBNxDBF^Df@Hp@FfCKNKBKAa@Pm@j@Sf@GLA\DZOx@w@L[PWPIXGn@WTSZGx@B^BLN?DKl@Q`@UR{@b@EH?\Z^FTCLTVJDl@C`@G^Mx@ATC^IbACp@Qh@IxA?^CtBEPCJGf@BXBbBB\CH[?BLPrBEvE@f@ABA@K@g@E}I@g@Hy@~@aDZe@t@eBNUCA^GxCChC?PAz@@PJDzBAbEDn@FtGTF\@|@APEBC@[C_A?kAGcEb@}@h@Ir@CLG@CCyB@qAAUGg@G{D,2,,,
2,Monday ~vibing~,4839.6,1338,2220,24.0,Run,0.0,4413057080,garmin_push_5895908726,4716544789,2020-11-30T18:48:54Z,2020-11-30T13:48:54Z,(GMT-05:00) America/New_York,-18000.0,"[26.026579, -80.164366]","[26.026182, -80.165208]",,,United States,26.026579,-80.164366,0,11,4,1,0,False,False,False,False,everyone,False,g7364176,False,4716544789,3.617,4.8,89.4,29.0,True,155.2,181.0,False,True,24.2,8.2,0,0,False,5492162,1,a4413057080,aiz}ChbhhNO?e@\gA?YNCJIDEJCdABLLNd@Jd@B|Bd@r@DNJBFBXAfBHf@Ap@Bl@Gp@FdBAv@GdAC|@@j@?ZF^C\Dn@C`AH??`ABt@Jv@@|@PdAGhBOTm@XGJIIy@@UD{@\w@^SDq@BcECuBD@F_@@iAC]Cg@MM?UPEREzABZ@`GDZHDE@KNUl@UFeBCcFJMAGCNk@GDGVKJc@BeB?EMCUCqAAoLE_CAcDA[QcC@CHBOGEMY}AKaBC{@AoDDkBBk@^gCH_BLo@MoDBACo@C[?_C@g@DMAc@JG^A`A@\Fp@TVBxAVj@@|Cb@VF`AZ`ATb@R~Ad@RN^FtCz@`ARz@Xv@R|@Nv@?v@L~@JHwG?i@B}@FAIeCE}DEqASJN@JF@FBjFFf@@`@IvFEvA?xAGZK@IGGQAS,2,,,
2,"Never done before...lake to lake to lake, count: 4",9665.0,3426,3426,44.0,Run,0.0,4402247242,garmin_push_5885201375,4705121846,2020-11-28T13:35:20Z,2020-11-28T08:35:20Z,(GMT-05:00) America/New_York,-18000.0,"[28.033269, -81.952141]","[28.028197, -81.950242]",,,United States,28.033269,-81.952141,2,19,2,2,0,False,False,False,False,everyone,False,g7364176,False,4705121846,2.821,3.8,85.7,27.0,True,152.7,168.0,False,True,77.6,36.8,2,0,False,5492162,1,a4402247242,{fbjD|gesNYBaBAe@BuKDQMOc@Ki@K]_@_Ak@eAKUk@m@k@a@]_@g@]YMw@Aa@F]LaAp@k@n@yAjA}@z@Wf@YZ[f@GTDNApB@Z?`@E^qBFw@C_C@i@Eq@Na@NYK{AGWEQGMU?IDKz@eAR_@Tu@Jk@?m@Qi@m@y@u@s@o@c@e@WqBe@[O]@yBKa@HYLc@XKPE^?h@JtAF^LZJd@Bf@H`@`@tA^t@j@p@d@\ZHlAGx@BPCXMt@y@XILLF?^?D@NCr@Bh@APJN@f@ARGf@@tC?hADl@CRBPlCD^H\RVRt@N\Xj@r@dAf@h@`@r@`@LRN|A@~@QdBSvBk@j@[Ze@Re@Jc@RqALyAD{B@KDCrA@rBEzA@j@E`AFdBI^GtBJbBCfCB|@?v@I`@?h@BrFAXBlACHEb@g@l@c@~BsBJQBSHYaA}Cu@uBEk@]{@kAeEI_A]cCSkAMmAaA{GYkEKs@m@oDGcA@a@FiBReBR_AP]^{Ad@s@Hi@La@N[pAiBrByBdAq@lAo@d@SxDyAhAOpB]lBU|A]~@GnAOxA?rBH\Ff@LbBn@ZHl@Ph@`@dAbBh@zAp@vBb@dB|AtEtA`DJ^Rh@\n@n@x@l@lA`@j@^`APh@Jb@LXn@jAZd@ZjAHt@?VC`@s@nEc@xBOh@_CbHMVuBrBeCpBkErDi@^{DlBe@XkAf@UNqBj@s@HiC@_DGqBAeCO{@A]Eg@Ae@C[I[_@aAqCe@cBSe@Qy@e@aBEe@_@w@s@gCa@sBNhAJb@v@nCZp@BZ,2,,,
2,“number 3 my lord”,5014.9,1361,1822,23.0,Run,0.0,4398795309,garmin_push_5881820828,4701469182,2020-11-27T18:55:01Z,2020-11-27T13:55:01Z,(GMT-05:00) America/New_York,-18000.0,"[28.020733, -81.958046]","[28.017646, -81.947632]",,,United States,28.020733,-81.958046,0,13,2,1,0,False,False,False,False,everyone,False,g7364176,False,4701469182,3.685,4.8,89.8,30.0,True,163.5,189.0,False,True,72.4,34.0,0,0,False,5492162,1,a4398795309,qx_jDxlfsNFLPHP^Gb@OFI@gBCm@Ba@?w@DoAPc@@qAAIGC]B{@A{@BqA@k@Nm@Gi@GkC?gDEyBD{@?qABg@?u@Ce@BkABIIUIG{Ab@yAFo@EgBAw@@c@C_C?cBMqACqBSYOUa@Sc@w@eCc@wAWcAWi@Gi@Ma@CWs@kB}@uDKq@w@qGo@kE_@iEGqBUsA[kAIi@ByBAk@H_ARgABURi@Ns@Tg@b@k@Ng@h@HCC?SNe@l@eAx@kAnAsAd@]RIxAaApBs@nCkAx@OfBQv@QxAQd@Mt@CbAQl@G|AEr@Bv@Ab@Dr@RxAl@~@VZTPRj@z@`@r@`@dAb@vArApEMJH@T`@p@pBn@pAjAzCVf@x@hA~@bBr@pBLd@V`@Rf@X^BLPVJZJf@Fv@Av@WpB}@fF_@pAiAnD^yA|@cCNi@F],2,,,
2,"Turkey Trot , count: 2",4860.7,1825,2061,13.0,Run,0.0,4393036459,garmin_push_5876116018,4695381479,2020-11-26T13:12:04Z,2020-11-26T08:12:04Z,(GMT-05:00) America/New_York,-18000.0,"[28.021811, -81.958642]","[28.02004, -81.95089]",,,United States,28.021811,-81.958642,0,12,0,4,0,False,False,False,False,everyone,False,g5735940,False,4695381479,2.663,4.0,84.5,25.0,True,140.2,158.0,False,True,75.6,41.6,0,0,False,5492162,1,a4393036459,i_`jDppfsNm@HyBDOAIECIEaBB{DEu@DsA?wCDmCEw@DcBCa@Dg@?a@CsCCKKKSKqAT[BeA@OC}@@yAC_BAeA@_BO{BMW@UEY?SEOIQWu@_CUi@e@eBEYYgAa@sAGe@[o@Ki@m@yBY}BMi@OiAEk@WiBGSOyAe@mCSeBAk@UqCOcA[qAA}B@aA^uDL]Fg@^w@VYHWFILCD_@Vu@`@o@rAgBt@u@lAo@v@k@hAg@z@[|@e@hAa@bDe@|@Id@M`@Cv@SpAMl@Ol@E\?ZD`ACh@Dd@?b@F|@RHF~@\^Jl@Z|@fAb@r@|A|DRl@XlANXXdAn@dBX`ARh@PXPl@`A|Bx@jAlA~BL\`@|AxAlCRp@DRFrA?X[fC[dB[vAi@jBoBtFKPi@d@yCbCUX[P}@p@,2,,,
2,How many runs involving the lake can we do in one weekend? Count: 1,1620.6,432,468,5.0,Run,0.0,4390426248,garmin_push_5873578946,4692605939,2020-11-25T20:12:47Z,2020-11-25T15:12:47Z,(GMT-05:00) America/New_York,-18000.0,"[28.021909, -81.9596]","[28.028707, -81.949102]",,,United States,28.021909,-81.9596,0,12,0,1,0,False,False,False,False,everyone,False,g5735940,False,4692605939,3.751,4.4,89.4,28.0,True,142.3,173.0,False,True,72.4,55.0,0,0,False,5492162,1,a4390426248,{_`jDnvfsN?{BA_@EMIE[Ac@Ao@De@GE]?kACk@Dm@?o@JaAEs@C{CG_D?}CBg@Ay@B_@D_CCo@BIGWGIE?eB^uAHu@?cHIy@K{@EmBGU@[Ca@GKE[]i@mAaBoFk@qA[uAOc@Ki@m@}B,2,,,
2,Monday ~vibing~,4836.3,1396,2131,24.0,Run,0.0,4381708630,garmin_push_5864937656,4683370989,2020-11-23T22:11:44Z,2020-11-23T17:11:44Z,(GMT-05:00) America/New_York,-18000.0,"[26.026972, -80.164341]","[26.026064, -80.155597]",,,United States,26.026972,-80.164341,0,13,0,1,0,False,False,False,False,everyone,False,g5735940,False,4683370989,3.464,4.6,88.4,27.0,True,157.8,182.0,False,True,20.2,2.4,0,0,False,5492162,1,a4381708630,qkz}CdbhhN`@GlAGr@@NTDl@E`A@bBF@FABIAi@CqB@i@CkB@oACyABwACiA@_BCeBBeAIcDBcCCeAEk@AaBB{ACi@AyBDU?gACy@AaCCY@cDIsD?wE@s@?o@Ek@@q@JMFW@O@u@GkCB_@D?GUAMAg@Fk@MuECS?e@IsAFw@EgAB}ACa@DqBGmC@oCCi@@FKEEMAOE{CK]kDHw@Ao@DmBAc@B}CIk@?g@F}BEcBDkC?]D?jBFXFEKPAj@FpB?rDF|BGdAA\BdBDHH@~@Ed@@^AJ?LXH|AAlB@xAAPI@DL^T`@JK?LOd@IrCGl@Ex@@^J`BGj@Ll@FfHQXHDb@ALFj@@Z?rDDfB?bGBn@?xAB~@?lED~C,2,,,
2,Lunch Run grocery shopping for tonight’s Friendsgiving,2117.2,562,641,15.0,Run,0.0,4365468483,garmin_push_5849210265,4666035729,2020-11-20T17:31:35Z,2020-11-20T12:31:35Z,(GMT-05:00) America/New_York,-18000.0,"[26.02684, -80.164326]","[26.015312, -80.172404]",,,United States,26.02684,-80.164326,0,9,0,1,0,False,False,False,False,everyone,False,g5735940,False,4666035729,3.767,4.8,89.7,31.0,True,150.0,180.0,False,True,13.4,-1.6,0,0,False,5492162,1,a4365468483,wjz}C`bhhNYNaANKDGZ@f@@VL`@LP`@JbAJjAR`BPDJBtAAt@@VDL@VOb@AZFpADlAAj@Et@@`@EvAF~@Ab@Nl@@n@H`@P`@BzDEj@Az@Cf@H`@HHJ@ZCjEChEIxD@lEIj@?t@EvB?v@Cp@@VA@EPClBEdAAf@DXLh@BfHCnAFxA?XFPJVZNr@,2,,,
2,Finally decided to try out the GARMIN prescribed personalized workout and it docked my training status lol the irony  ,7042.5,2342,2355,23.0,Run,0.0,4357847417,garmin_push_5841673618,4657977523,2020-11-18T22:04:17Z,2020-11-18T17:04:17Z,(GMT-05:00) America/New_York,-18000.0,"[26.026955, -80.164237]","[26.022938, -80.16138]",,,United States,26.026955,-80.164237,0,14,0,1,0,False,False,False,False,everyone,False,g5735940,False,4657977523,3.007,3.9,85.5,26.0,True,162.0,186.0,False,True,22.2,7.6,0,0,False,5492162,1,a4357847417,mkz}CnahhNHDARG`@e@Eq@?KBQRC`@F|@p@RhAFVHP?vAR`@@Dk@?c@HcDEiB@sCCy@Bc@C_@?uAIcBDaAE_EBSPa@D_@E]FUXAtABfDKjBDvACZDxABxAb@^Hd@?pBCn@EvBEf@@pEIp@@HAn@Wh@CLODe@Li@@KGaDC{@?_CGc@AH@nASJoCBWCEc@GcE@i@EgECc@AGGA}AJe@@SDCFAr@JjBArDDfA?lABp@?f@F|C?tAC`@@n@ADODi@Aa@CkABMIGs@IkB@c@IgDDoCC}EIoB@c@Cg@DCBKOeCAwIEmBMk@C_ACAaCHC@CFBnBDv@AnBFfABhCBb@AjABnACj@@xJC`@@JIhABdAGl@Dr@BhDCHGBK?]KcB@SEAC?_BMqBDw@AoBAgDEeDBy@K}C?wDEy@Iy@A_HEk@KKUBs@Bq@A]FD`AChABjA?vADfAI\?j@@`CL~EC|BHxBClAF`DChADfEADIBa@Ai@BSP[D[?OBCBCd@HnA@p@E^@bBFb@Bn@@HTBpAKZ?r@Hv@BzAKhAA,2,,,
2,Monday ~vibing~,4841.4,1426,2858,16.0,Run,0.0,4348199222,garmin_push_5832164407,4647953771,2020-11-16T22:08:05Z,2020-11-16T17:08:05Z,(GMT-05:00) America/New_York,-18000.0,"[26.026833, -80.164292]","[26.026103, -80.154964]",,,United States,26.026833,-80.164292,0,13,1,1,0,False,False,False,False,everyone,False,g5735940,False,4647953771,3.395,5.0,88.1,28.0,True,155.7,181.0,False,True,18.4,3.4,0,0,False,5492162,1,a4348199222,ujz}CzahhNAP[PSD[?OJGhABl@ZFh@B^J`@@fBTN?A}BLuGA_BEi@?aDI{ADyAEoG?qECg@Bs@E_EB{@E}ACcCCq@DSBCNe@GqCAqEC}@B{BAkBG{DAwAEcB?_@F?@c@IkBC_C@e@CmBD]TBQ_AC_@?iBGoGAMSIAKEkG@m@KYsADaF?c@Bi@Ic@D_A@_D?QBg@@uACqBDqBCa@BEJBzA@NFAK`@Gr@BzBCd@HrMAv@FzADxCAr@@DJL\Dh@GzAEdA@pBCxA@PAbBAz@GnACdDBxDAV@BNEd@JbACnABnECr@H|B@hGB|@CxC@h@,2,,,
